chr	suffix	name	seq
3	A	diploid	111111111111111111111111
3	B	X167J	111111111111111111111111
3	B	X167G	111111111111111111111111
3	B	X167L	111111111111111111101111
3	B	X167H	111111111111111111111111
3	B	internal_5	111111111111111111111111
3	B	internal_6	111111111111111111111111
3	B	internal_4	111111111111111111111111
3	B	X167D	111111111111111111111111
3	B	X167E	111111111111111111111111
3	B	X167C	111111111111111111111111
3	B	internal_2	111111111111111111111111
3	B	internal_3	111111111111111111111111
3	B	internal_1	111111111111111111111111
3	B	diploid	111111111111111111111111
4	A	X167J	222222222221111111
4	A	X167G	222222222222222222
4	A	X167L	111111111111111111
4	A	X167H	122222222222222222
4	A	internal_5	122222222222222222
4	A	internal_6	222222222221111111
4	A	internal_4	222222222222222222
4	A	X167D	222222222222222222
4	A	X167E	111111111111111111
4	A	X167C	111111111111111111
4	A	internal_2	111111111111111111
4	A	internal_3	222222222222222222
4	A	internal_1	111111111111111111
4	A	diploid	111111111111111111
4	B	X167J	112221121122322222
4	B	X167G	111111111111111111
4	B	X167L	111222222222322222
4	B	X167H	111111111111111111
4	B	internal_5	111111111111211111
4	B	internal_6	111111111111211111
4	B	internal_4	111111111111211111
4	B	X167D	111111111111211111
4	B	X167E	111111111111211111
4	B	X167C	111111111111211111
4	B	internal_2	111111111111211111
4	B	internal_3	111111111111211111
4	B	internal_1	111111111111211111
4	B	diploid	111111111111111111
5	A	X167J	222222222222222222222222222
5	A	X167G	222222222222222222222222222
5	A	X167L	112222222222222222222222221
5	A	X167H	112222222222222222222222222
5	A	internal_5	112222222222222222222222222
5	A	internal_6	222222222222222222222222222
5	A	internal_4	222222222222222222222222222
5	A	X167D	222222322222222222222222222
5	A	X167E	111111311111111111111111111
5	A	X167C	111111111111111111111111111
5	A	internal_2	111111111111111111111111111
5	A	internal_3	222222222222222222222222222
5	A	internal_1	111111111111111111111111111
5	A	diploid	111111111111111111111111111
5	B	X167J	112212220001211222212212111
5	B	X167G	112222220002211222212222121
5	B	X167L	111222220002222212212212111
5	B	X167H	111111110001111111112211111
5	B	internal_5	111111110001111112212212111
5	B	internal_6	112222220002211222212212111
5	B	internal_4	112222220002222222212212111
5	B	X167D	112222220001111111112222111
5	B	X167E	111111110001111111111111111
5	B	X167C	111111110001111111111111111
5	B	internal_2	111111110001111111111111111
5	B	internal_3	112222220002222222212222111
5	B	internal_1	111111110001111111111111111
5	B	diploid	111111111111111111111111111
6	A	X167J	222222222222222222222
6	A	X167G	222222222222222222222
6	A	X167L	222222222222222222222
6	A	X167H	222222222222222222222
6	A	internal_5	222222222222222222222
6	A	internal_6	222222222222222222222
6	A	internal_4	222222222222222222222
6	A	X167D	222222222222222222222
6	A	X167E	111111111111111111111
6	A	X167C	111111111111111111111
6	A	internal_2	111111111111111111111
6	A	internal_3	222222222222222222222
6	A	internal_1	111111111111111111111
6	A	diploid	111111111111111111111
6	B	X167J	000221211211221111111
6	B	X167G	000222211121222221121
6	B	X167L	000221211111121111111
6	B	X167H	000111111111111111111
6	B	internal_5	000221211111121111111
6	B	internal_6	000221211111221111111
6	B	internal_4	000221211111221111111
6	B	X167D	000221111122221111111
6	B	X167E	000111111111111111111
6	B	X167C	000111111111111111111
6	B	internal_2	000111111111111111111
6	B	internal_3	000221111111221111111
6	B	internal_1	000111111111111111111
6	B	diploid	111111111111111111111
7	A	X167J	22222222222222221222222222222
7	A	X167G	22222222222222222222222222222
7	A	X167L	22222222222222221122222222222
7	A	X167H	11222222222222221122222222222
7	A	internal_5	22222222222222221122222222222
7	A	internal_6	22222222222222222222222222222
7	A	internal_4	22222222222222222222222222222
7	A	X167D	22222222222223222222222222222
7	A	X167E	11111111111122111111111111111
7	A	X167C	11111111111122111111111111111
7	A	internal_2	11111111111122111111111111111
7	A	internal_3	22222222222222222222222222222
7	A	internal_1	11111111111111111111111111111
7	A	diploid	11111111111111111111111111111
7	B	X167J	11212111111122221121111111011
7	B	X167G	11222122222222221121222212011
7	B	X167L	11222112211111111121211111011
7	B	X167H	11112111111111111121111111011
7	B	internal_5	11222111111111111121111111011
7	B	internal_6	11222122222222221121111111011
7	B	internal_4	11222111111111111121111111011
7	B	X167D	11112111211222211111111111011
7	B	X167E	11111111111111111111111111011
7	B	X167C	11111111111111111111111111011
7	B	internal_2	11111111111111111111111111011
7	B	internal_3	11222111111111111111111111011
7	B	internal_1	11111111111111111111111111011
7	B	diploid	11111111111111111111111111111
8	A	X167J	2220000000002222222221
8	A	X167G	2220000000002222222221
8	A	X167L	2220000000001111222221
8	A	X167H	2110000000001112222221
8	A	internal_5	2220000000002222222221
8	A	internal_6	2220000000002222222221
8	A	internal_4	2220000000002222222221
8	A	X167D	2220000000002222222221
8	A	X167E	1110011111111111111111
8	A	X167C	1110000000001111111111
8	A	internal_2	1110011111111111111111
8	A	internal_3	2220000000002222222221
8	A	internal_1	1110011111111111111111
8	A	diploid	1111111111111111111111
8	B	X167J	2122222222222222222222
8	B	X167G	2222322222222222222222
8	B	X167L	1222222222222222222222
8	B	X167H	2222212222222222222221
8	B	internal_5	2222222222222222222222
8	B	internal_6	2222222222222222222222
8	B	internal_4	2222222222222222222222
8	B	X167D	2222222222222222222222
8	B	X167E	1111100000011111111111
8	B	X167C	1111211111111111111111
8	B	internal_2	1111111111111111111111
8	B	internal_3	2222222222222222222222
8	B	internal_1	1111111111111111111111
8	B	diploid	1111111111111111111111
9	A	X167J	22222212222222222111
9	A	X167G	22222222222222222111
9	A	X167L	22222223322222222111
9	A	X167H	22222222222222222111
9	A	internal_5	22222222222222222111
9	A	internal_6	22222222222222222111
9	A	internal_4	22222222222222222111
9	A	X167D	22222222222222222222
9	A	X167E	11121112222222222111
9	A	X167C	11121112222222222111
9	A	internal_2	11121112222222222111
9	A	internal_3	22222222222222222111
9	A	internal_1	22222222222222222111
9	A	diploid	11111111111111111111
9	B	X167J	00010221111112122222
9	B	X167G	00010221122222122222
9	B	X167L	00010221122222222222
9	B	X167H	00010221121111112221
9	B	internal_5	00010221122222222222
9	B	internal_6	00010221122222122222
9	B	internal_4	00010221122222222222
9	B	X167D	00020221122222222222
9	B	X167E	00010221111111111111
9	B	X167C	00010221111111111222
9	B	internal_2	00010221111111111222
9	B	internal_3	00010221122222222222
9	B	internal_1	00010221122222222222
9	B	diploid	11111111111111111111
10	A	X167J	222222222222222222221221111
10	A	X167G	222222221111111111111111111
10	A	X167L	222222222211222112121222211
10	A	X167H	222222221111122112221221111
10	A	internal_5	222222222222222112221221111
10	A	internal_6	222222222222222222221221111
10	A	internal_4	222222222222222222221221111
10	A	X167D	222222220000011111111111111
10	A	X167E	111111111111111111111111111
10	A	X167C	111111111111111111111111111
10	A	internal_2	111111111111111111111111111
10	A	internal_3	222222221111111111111111111
10	A	internal_1	111111111111111111111111111
10	A	diploid	111111111111111111111111111
10	B	X167J	222212210000011111111111222
10	B	X167G	111111110000022222222222222
10	B	X167L	111112220000011111111111102
10	B	X167H	111111110000011111111111222
10	B	internal_5	111111110000011111111111222
10	B	internal_6	111111110000011111111111222
10	B	internal_4	111111110000011111111111222
10	B	X167D	222222222222222222222222222
10	B	X167E	111111110000011111111111111
10	B	X167C	111111110000011111111111111
10	B	internal_2	111111110000011111111111111
10	B	internal_3	222222221111122222222222222
10	B	internal_1	111111111111111111111111111
10	B	diploid	111111111111111111111111111
11	A	X167J	21222222222222221122222222222
11	A	X167G	21222222222222222222222222222
11	A	X167L	11222222222222221112222222222
11	A	X167H	11222222222222221122222222222
11	A	internal_5	11222222222222221122222222222
11	A	internal_6	21222222222222221122222222222
11	A	internal_4	11222222222222221122222222222
11	A	X167D	22222222222211222222222222222
11	A	X167E	11111111111111211111111111111
11	A	X167C	11111111111111211111111111111
11	A	internal_2	11111111111111211111111111111
11	A	internal_3	22222222222222222222222222222
11	A	internal_1	11111111111111111111111111111
11	A	diploid	11111111111111111111111111111
11	B	X167J	11111111111111111111111111111
11	B	X167G	11222122222212221111122222222
11	B	X167L	11111111222111111111111111111
11	B	X167H	11111122222111111111121111111
11	B	internal_5	11111122222111111111111111111
11	B	internal_6	11111122222111111111111111111
11	B	internal_4	11111122222111111111111111111
11	B	X167D	11222222222222221111111112222
11	B	X167E	10111111111111111111111111111
11	B	X167C	11111111111111111111111111111
11	B	internal_2	11111111111111111111111111111
11	B	internal_3	11111111111111111111111111111
11	B	internal_1	11111111111111111111111111111
11	B	diploid	11111111111111111111111111111
12	A	X167J	2222222222222222020222222222
12	A	X167G	2222222222222222020222222222
12	A	X167L	2222222222222222020222222221
12	A	X167H	2222222222222222020222222221
12	A	internal_5	2222222222222222020222222221
12	A	internal_6	2222222222222222020222222222
12	A	internal_4	2222222222222222020222222222
12	A	X167D	2222222222222222020222222222
12	A	X167E	1111111211111111010111111111
12	A	X167C	1111111111111111010111111111
12	A	internal_2	1111111111111111010111111111
12	A	internal_3	2222222222222222020222222222
12	A	internal_1	1111111111111111010111111111
12	A	diploid	1111111111111111111111111111
12	B	X167J	1111111111111111222111211111
12	B	X167G	1111111111111112222112221221
12	B	X167L	1111111112112112222111111111
12	B	X167H	1111111111111111222111221111
12	B	internal_5	1111111111111111222111221111
12	B	internal_6	1111111111111111222111221111
12	B	internal_4	1111111111111111222111221111
12	B	X167D	1111111111111111222111222222
12	B	X167E	1111111111111111111111111111
12	B	X167C	1111111111111111111111111111
12	B	internal_2	1111111111111111111111111111
12	B	internal_3	1111111111111111222111222222
12	B	internal_1	1111111111111111111111111111
12	B	diploid	1111111111111111111111111111
13	A	X167J	2020222
13	A	X167G	2020222
13	A	X167L	2020221
13	A	X167H	1020211
13	A	internal_5	2020221
13	A	internal_6	2020222
13	A	internal_4	2020222
13	A	X167D	2020222
13	A	X167E	1010111
13	A	X167C	1010111
13	A	internal_2	1010111
13	A	internal_3	2020222
13	A	internal_1	1010111
13	A	diploid	1111111
13	B	X167J	1111111
13	B	X167G	1111111
13	B	X167L	1111111
13	B	X167H	1111111
13	B	internal_5	1111111
13	B	internal_6	1111111
13	B	internal_4	1111111
13	B	X167D	1111111
13	B	X167E	1111111
13	B	X167C	1111111
13	B	internal_2	1111111
13	B	internal_3	1111111
13	B	internal_1	1111111
13	B	diploid	1111111
14	A	X167J	222222222211
14	A	X167G	222222222222
14	A	X167L	222222122211
14	A	X167H	222222222211
14	A	internal_5	222222222211
14	A	internal_6	222222222211
14	A	internal_4	222222222211
14	A	X167D	222222222221
14	A	X167E	111111111111
14	A	X167C	111111111111
14	A	internal_2	111111111111
14	A	internal_3	222222222221
14	A	internal_1	111111111111
14	A	diploid	111111111111
14	B	X167J	111111111111
14	B	X167G	111111111111
14	B	X167L	111111111111
14	B	X167H	111111111111
14	B	internal_5	111111111111
14	B	internal_6	111111111111
14	B	internal_4	111111111111
14	B	X167D	111111111111
14	B	X167E	111111111111
14	B	X167C	111111111111
14	B	internal_2	111111111111
14	B	internal_3	111111111111
14	B	internal_1	111111111111
14	B	diploid	111111111111
15	A	X167J	2222122222122222
15	A	X167G	2222222222222222
15	A	X167L	2222222222222222
15	A	X167H	2222221122122222
15	A	internal_5	2222222222222222
15	A	internal_6	2222222222222222
15	A	internal_4	2222222222222222
15	A	X167D	2222222222222222
15	A	X167E	1211111111111111
15	A	X167C	2211111111111111
15	A	internal_2	2211111111111111
15	A	internal_3	2222222222222222
15	A	internal_1	2211111111111111
15	A	diploid	1111111111111111
15	B	X167J	1111111111011111
15	B	X167G	1222111111111111
15	B	X167L	1111111111111111
15	B	X167H	1111111111011111
15	B	internal_5	1111111111111111
15	B	internal_6	1111111111111111
15	B	internal_4	1111111111111111
15	B	X167D	1111111111111111
15	B	X167E	1111111111111111
15	B	X167C	1111111111111111
15	B	internal_2	1111111111111111
15	B	internal_3	1111111111111111
15	B	internal_1	1111111111111111
15	B	diploid	1111111111111111
16	A	X167J	11211122222221220000000000
16	A	X167G	11222222221222220000000000
16	A	X167L	11111122221221220000000000
16	A	X167H	11122222221221220000000000
16	A	internal_5	11122222221221220000000000
16	A	internal_6	11222222221221220000000000
16	A	internal_4	11122222221221220000000000
16	A	X167D	22211122222222220000000000
16	A	X167E	11111111111111110000000000
16	A	X167C	11111111111111110000000000
16	A	internal_2	11111111111111110000000000
16	A	internal_3	11122222222222220000000000
16	A	internal_1	11111111111111110000000000
16	A	diploid	11111111111111111111111111
16	B	X167J	11122211111111111112221221
16	B	X167G	11121212122221212222232221
16	B	X167L	11122211111111111112221211
16	B	X167H	11122211111121111122221211
16	B	internal_5	11122211111111111112221211
16	B	internal_6	11122211111111111112221221
16	B	internal_4	11122211111111111112221221
16	B	X167D	11122211111111111112222221
16	B	X167E	11121111111111111111111111
16	B	X167C	11111111111111111111111111
16	B	internal_2	11111111111111111111111111
16	B	internal_3	11122211111111111112222221
16	B	internal_1	11111111111111111111111111
16	B	diploid	11111111111111111111111111
17	A	X167J	220022222222222212111
17	A	X167G	220022222222222222202
17	A	X167L	220022222222222111111
17	A	X167H	111122212222222211111
17	A	internal_5	111122222222222211111
17	A	internal_6	220022222222222222111
17	A	internal_4	111122222222222211111
17	A	X167D	220022222222222222222
17	A	X167E	111111111111111111111
17	A	X167C	111111111111111111111
17	A	internal_2	111111111111111111111
17	A	internal_3	111122222222222211111
17	A	internal_1	111111111111111111111
17	A	diploid	111111111111111111111
17	B	X167J	111111111111111111111
17	B	X167G	111111111111111111111
17	B	X167L	111111111111111111111
17	B	X167H	110011111111111111111
17	B	internal_5	111111111111111111111
17	B	internal_6	111111111111111111111
17	B	internal_4	111111111111111111111
17	B	X167D	111111111111111111111
17	B	X167E	110011111111111111111
17	B	X167C	110011111111111111111
17	B	internal_2	110011111111111111111
17	B	internal_3	111111111111111111111
17	B	internal_1	111111111111111111111
17	B	diploid	111111111111111111111
18	A	X167J	22221211
18	A	X167G	22222222
18	A	X167L	22222211
18	A	X167H	22221222
18	A	internal_5	22222211
18	A	internal_6	22222211
18	A	internal_4	22222211
18	A	X167D	22222211
18	A	X167E	11111111
18	A	X167C	11111111
18	A	internal_2	11111111
18	A	internal_3	22222211
18	A	internal_1	11111111
18	A	diploid	11111111
18	B	X167J	11111111
18	B	X167G	11111111
18	B	X167L	11111111
18	B	X167H	11111111
18	B	internal_5	11111111
18	B	internal_6	11111111
18	B	internal_4	11111111
18	B	X167D	11111111
18	B	X167E	11111111
18	B	X167C	11111111
18	B	internal_2	11111111
18	B	internal_3	11111111
18	B	internal_1	11111111
18	B	diploid	11111111
19	A	X167J	11122221101211000200222
19	A	X167G	11222222201111000200222
19	A	X167L	01111111101111000200111
19	A	X167H	01112221101111000200111
19	A	internal_5	01111111101111000200111
19	A	internal_6	11111111101111000200222
19	A	internal_4	11111111101111000200222
19	A	X167D	22222222101111000200222
19	A	X167E	11111111101111000200222
19	A	X167C	11111111101111000200222
19	A	internal_2	11111111101111000200222
19	A	internal_3	11111111101111000200222
19	A	internal_1	11111111101111000200222
19	A	diploid	11111111111111111111111
19	B	X167J	11111111221112212112212
19	B	X167G	11111211222222212122222
19	B	X167L	11111111122222222122222
19	B	X167H	11111111222222111122222
19	B	internal_5	11111111222222222122222
19	B	internal_6	11111111222222212122222
19	B	internal_4	11111111222222222122222
19	B	X167D	11111111222222222222222
19	B	X167E	11111111111101111111111
19	B	X167C	11111111111111111111111
19	B	internal_2	11111111111111111111111
19	B	internal_3	11111111222222222222222
19	B	internal_1	11111111111111111111111
19	B	diploid	11111111111111111111111
20	A	X167J	2222222222222222
20	A	X167G	2222222222222222
20	A	X167L	2222222222222211
20	A	X167H	2222222222222221
20	A	internal_5	2222222222222221
20	A	internal_6	2222222222222222
20	A	internal_4	2222222222222222
20	A	X167D	2222222222222222
20	A	X167E	1111111111111111
20	A	X167C	1111111111111111
20	A	internal_2	1111111111111111
20	A	internal_3	2222222222222222
20	A	internal_1	1111111111111111
20	A	diploid	1111111111111111
20	B	X167J	2112221112111111
20	B	X167G	2222222122122221
20	B	X167L	1111111111111111
20	B	X167H	1111111111111111
20	B	internal_5	1111111111111111
20	B	internal_6	2222222222111111
20	B	internal_4	1111111111111111
20	B	X167D	1111111111111111
20	B	X167E	1111111111111111
20	B	X167C	1111111111111111
20	B	internal_2	1111111111111111
20	B	internal_3	1111111111111111
20	B	internal_1	1111111111111111
20	B	diploid	1111111111111111
21	A	X167J	22222222222
21	A	X167G	22222222222
21	A	X167L	22222222121
21	A	X167H	22222222111
21	A	internal_5	22222222111
21	A	internal_6	22222222222
21	A	internal_4	22222222222
21	A	X167D	22222222222
21	A	X167E	11121121111
21	A	X167C	11121121111
21	A	internal_2	11121121111
21	A	internal_3	22222222222
21	A	internal_1	11111111111
21	A	diploid	11111111111
21	B	X167J	21221211111
21	B	X167G	22222222111
21	B	X167L	22222222111
21	B	X167H	11111111111
21	B	internal_5	22222222111
21	B	internal_6	22222222111
21	B	internal_4	22222222111
21	B	X167D	11111111111
21	B	X167E	11111111111
21	B	X167C	11111111111
21	B	internal_2	11111111111
21	B	internal_3	11111111111
21	B	internal_1	11111111111
21	B	diploid	11111111111
22	A	X167J	2202222222112111121
22	A	X167G	1111121111111111111
22	A	X167L	1111222222111111111
22	A	X167H	1101111111111111111
22	A	internal_5	1111111111111111111
22	A	internal_6	1111111111111111111
22	A	internal_4	1111111111111111111
22	A	X167D	2222222222222222222
22	A	X167E	1111111111111111111
22	A	X167C	1111111111111111111
22	A	internal_2	1111111111111111111
22	A	internal_3	1111111111111111111
22	A	internal_1	1111111111111111111
22	A	diploid	1111111111111111111
22	B	X167J	1111111111101111111
22	B	X167G	1101111111101101111
22	B	X167L	1111111111111111111
22	B	X167H	0001111011000000000
22	B	internal_5	1111111111111111111
22	B	internal_6	1111111111101111111
22	B	internal_4	1111111111111111111
22	B	X167D	1111111111111111111
22	B	X167E	0000111011101000110
22	B	X167C	1111111111111111111
22	B	internal_2	1111111111111111111
22	B	internal_3	1111111111111111111
22	B	internal_1	1111111111111111111
22	B	diploid	1111111111111111111
X	A	X167J	2
X	A	X167G	2
X	A	X167L	2
X	A	X167H	2
X	A	internal_5	2
X	A	internal_6	2
X	A	internal_4	2
X	A	X167D	2
X	A	X167E	1
X	A	X167C	1
X	A	internal_2	1
X	A	internal_3	2
X	A	internal_1	1
X	A	diploid	1
X	B	X167J	1
X	B	X167G	1
X	B	X167L	1
X	B	X167H	1
X	B	internal_5	1
X	B	internal_6	1
X	B	internal_4	1
X	B	X167D	1
X	B	X167E	0
X	B	X167C	1
X	B	internal_2	1
X	B	internal_3	1
X	B	internal_1	1
X	B	diploid	1
Y	A	X167J	1
Y	A	X167G	1
Y	A	X167L	1
Y	A	X167H	1
Y	A	internal_5	1
Y	A	internal_6	1
Y	A	internal_4	1
Y	A	X167D	1
Y	A	X167E	1
Y	A	X167C	1
Y	A	internal_2	1
Y	A	internal_3	1
Y	A	internal_1	1
Y	A	diploid	1
Y	B	X167J	1
Y	B	X167G	1
Y	B	X167L	1
Y	B	X167H	1
Y	B	internal_5	1
Y	B	internal_6	1
Y	B	internal_4	1
Y	B	X167D	1
Y	B	X167E	0
Y	B	X167C	0
Y	B	internal_2	0
Y	B	internal_3	1
Y	B	internal_1	1
Y	B	diploid	1
